Red,X,Y,Z,x,y
164,134.3469,62.9585,0.0378,0.6808,0.319
163,131.7848,61.756,0.0376,0.6808,0.319
162,129.1149,60.5054,0.0442,0.6808,0.319
161,126.5047,59.2789,0.0376,0.6808,0.319
160,123.7662,57.9922,0.0311,0.6808,0.319
159,121.3107,56.8429,0.0376,0.6808,0.319
158,118.7712,55.6574,0.0311,0.6808,0.319
157,116.3864,54.5345,0.0376,0.6808,0.319
156,114.1519,53.4864,0.0311,0.6808,0.319
155,111.4754,52.2358,0.0311,0.6808,0.319
154,108.759,50.9539,0.0311,0.6808,0.319
153,106.2217,49.7756,0.0311,0.6808,0.319
152,103.7198,48.6118,0.0311,0.6807,0.3191
151,101.0654,47.3637,0.0246,0.6808,0.319
150,98.1767,46.0143,0.018,0.6808,0.3191
149,95.1752,44.6143,0.0246,0.6807,0.3191
148,92.1915,43.2192,0.0246,0.6807,0.3191
147,88.8099,41.6361,0.0246,0.6807,0.3191
146,85.5454,40.1061,0.018,0.6807,0.3191
145,82.3075,38.5929,0.0311,0.6806,0.3191
144,79.032,37.058,0.0311,0.6806,0.3191
143,75.7123,35.4918,0.018,0.6807,0.3191
142,72.6445,34.0629,0.0246,0.6806,0.3191
141,69.4729,32.569,0.018,0.6807,0.3191
140,66.4118,31.1377,0.018,0.6807,0.3191
139,63.428,29.7329,0.018,0.6807,0.3191
138,60.6918,28.4534,0.018,0.6807,0.3191
137,58.0042,27.1932,0.018,0.6807,0.3191
136,55.2294,25.8918,0.0164,0.6807,0.3191
135,52.7059,24.7065,0.0099,0.6808,0.3191
134,50.1558,23.5091,0.0099,0.6808,0.3191
133,47.7782,22.3937,0.0164,0.6807,0.3191
132,45.522,21.3361,0.0099,0.6808,0.3191
131,43.2946,20.2929,0.0099,0.6808,0.3191
130,41.0716,19.2497,0.0099,0.6808,0.3191
129,39.0321,18.2957,0.0099,0.6807,0.3191
128,37.0411,17.3609,0.0164,0.6807,0.319
127,35.1429,16.4695,0.0099,0.6808,0.319
126,33.3553,15.6335,0.0099,0.6807,0.3191
125,31.5853,14.8023,0.0099,0.6808,0.319
124,29.8838,14.0049,0.0099,0.6807,0.319
123,28.2725,13.2492,0.0054,0.6808,0.3191
122,26.7025,12.5109,0.0086,0.6808,0.319
121,25.2287,11.8194,0.0054,0.6809,0.319
120,23.8388,11.169,0.0086,0.6808,0.319
119,22.4555,10.5209,0.0054,0.6808,0.319
118,21.1562,9.9126,0.0054,0.6808,0.319
117,19.9509,9.3477,0.0054,0.6808,0.319
116,18.9245,8.8646,0.0021,0.681,0.319
115,17.8429,8.3575,0.0021,0.681,0.319
114,17.1711,8.0431,0.0054,0.6809,0.3189
113,16.4894,7.7239,0.0021,0.6809,0.319
112,15.8409,7.4216,0.0054,0.6808,0.319
111,15.1835,7.1132,0.0054,0.6808,0.3189
110,14.5184,6.8012,0.0054,0.6808,0.3189
109,13.9099,6.5163,0.0048,0.6808,0.3189
108,13.3016,6.2308,0.0048,0.6808,0.3189
107,12.6855,5.9443,0.0076,0.6806,0.3189
106,12.1568,5.6963,0.0067,0.6807,0.3189
105,11.5653,5.4198,0.0058,0.6807,0.319
104,11.0625,5.1846,0.0067,0.6806,0.319
103,10.5521,4.9442,0.0048,0.6807,0.319
102,10.0825,4.7235,0.0048,0.6808,0.3189
101,9.6382,4.5165,0.0058,0.6806,0.319
100,9.1951,4.3078,0.0039,0.6808,0.3189
99,8.6724,4.0623,0.0067,0.6807,0.3188
98,8.2874,3.8839,0.0058,0.6806,0.3189
97,7.8962,3.7,0.0058,0.6806,0.3189
96,7.5172,3.5223,0.0058,0.6806,0.3189
95,7.1467,3.3494,0.0076,0.6804,0.3189
94,6.7788,3.1772,0.0058,0.6805,0.3189
93,6.432,3.0147,0.0048,0.6805,0.319
92,6.1244,2.8697,0.0039,0.6806,0.3189
91,5.7875,2.7133,0.0058,0.6804,0.319
90,5.483,2.5697,0.003,0.6806,0.319
89,5.1997,2.4354,0.002,0.6808,0.3189
88,4.9256,2.309,0.0039,0.6805,0.319
87,4.6714,2.1885,0.0039,0.6806,0.3188
86,4.4345,2.078,0.002,0.6807,0.319
85,4.1964,1.9654,0.003,0.6807,0.3188
84,3.9817,1.8658,0.0067,0.6801,0.3187
83,3.5545,1.6671,0.0062,0.6799,0.3189
82,3.2636,1.5295,0.0035,0.6804,0.3189
81,2.9205,1.37,0.0042,0.68,0.319
80,2.6608,1.247,0.0044,0.6801,0.3187
79,2.4037,1.1274,0.0051,0.6797,0.3188
78,2.1624,1.0147,0.0047,0.6796,0.3189
77,1.9343,0.9072,0.0024,0.6801,0.319
76,1.7611,0.8255,0.0038,0.6799,0.3187
75,1.57,0.7358,0.0044,0.6796,0.3185
74,1.4007,0.657,0.0065,0.6786,0.3183
73,1.2416,0.5821,0.0029,0.6797,0.3187
72,1.1075,0.5196,0.0051,0.6785,0.3183
71,0.9896,0.4638,0.0025,0.6797,0.3185
70,0.8626,0.4046,0.0015,0.6799,0.3189
69,0.772,0.3617,0.0018,0.6798,0.3185
68,0.6888,0.323,0.0018,0.6795,0.3186
67,0.5642,0.2647,0.0022,0.6789,0.3185
66,0.4749,0.2227,0.0011,0.6797,0.3187
65,0.3907,0.1833,0.0013,0.6791,0.3186
64,0.3262,0.1529,0.0009,0.6795,0.3185
63,0.2626,0.1233,0.0008,0.6792,0.3188
62,0.2178,0.1021,0.0007,0.6794,0.3184
61,0.1666,0.0781,0.0005,0.6794,0.3186
60,0.1222,0.0573,0.0006,0.6782,0.3182
59,0.0799,0.0375,0.0002,0.6792,0.3187
58,0.057,0.0267,0.0003,0.6784,0.3183
57,0.0397,0.0186,0.0002,0.6786,0.3182
56,0.0293,0.0138,0.0001,0.678,0.3188
55,0.0226,0.0106,0.0002,0.6764,0.3175
54,0.0179,0.0084,0.0002,0.6763,0.316
53,0.0144,0.0068,0.0001,0.6759,0.3176
52,0.0062,0.0029,0.0002,0.669,0.3138
51,0.0009,0.0004,0.0001,0.6268,0.2874
50,0.0001,0.0001,0.0002,0.3561,0.1313
49,0,0.0001,0.0001,0.1239,0.2655
48,0.0001,0,0.0001,0.2703,-0.0162
47,0.0001,0,0.0002,0.2165,0.0909
46,0,0,0.0003,0.0328,0.0557
45,0,0,0.0001,0.2875,0.25
44,0,0.0001,0.0001,0.1124,0.2892
43,0.0001,0,0.0001,0.3005,0.1502
42,0.0001,0,0.0002,0.2043,0.0323
41,0,0,0.0001,0.3566,0.0698
40,0,0,0,1.0263,0.0263
39,0,0,0.0002,0.1862,0.0364
38,0.0001,0,0.0002,0.2031,0.0192
37,0.0001,0,0.0001,0.4122,0.0878
36,0.0001,0,0.0001,0.4865,0.173
35,0,0,0.0001,0.071,0.1148
34,0.0001,0,0.0002,0.2111,0.0778
33,0,0,0.0002,0.0269,-0.0314
32,0.0001,0,0.0002,0.1558,0.1121
31,0.0001,0,0.0001,0.3268,0.2614
30,0,0,0.0001,0.1806,0.2065
29,0,0.0001,0.0001,0.2364,0.3152
28,0,0,0.0002,0.0717,0.0717
27,0.0001,0,0.0002,0.1866,0.0986
26,0,0,0.0001,0.1879,0.1697
25,0,0,0.0001,0.2288,0.0065
24,0.0001,0,0.0001,0.3866,0.067
23,0.0001,0,0.0001,0.2776,0.1143
22,0,0,0.0002,0.1148,0.1333
21,0.0001,0,0.0001,0.2923,0.1641
20,0.0001,0,0.0001,0.2996,0.1181
19,0,0,0.0001,0.4487,-0.3974
18,0,0,0.0002,0.114,0.1029
17,0,0,0,0.3889,0.3333
16,0.0001,0.0001,0.0002,0.2436,0.1813
15,0,0,0,0.2247,0.3146
14,0,0.0001,0.0001,0.1414,0.3232
13,0.0001,0,0,0.5135,0.1171
12,0,0,0.0001,0.31,0.17
11,0.0001,0,0.0001,0.4425,-0.0973
10,0,0,0.0001,0.2246,0.0072
9,0.0001,0,0.0001,0.3351,0.1675
8,0.0001,0,0.0001,0.2778,0.1333
7,0,0,0.0001,0.2766,0.1986
6,0,0.0001,0,0.192,0.48
5,0.0001,0,0,0.4609,0.1826
4,0,0,0.0001,0.1198,0.0539
3,0.0001,0,0.0001,0.2325,0.2105
2,0,0,0.0001,0.2283,0.1957
1,0,0,0.0001,0.1149,0.2759
0,0,0,0.0001,-0.0082,0.2295
Green,X,Y,Z,x,y
255,131.118,515.4184,48.2149,0.1887,0.7419
254,129.54,508.4259,47.3854,0.189,0.7418
253,128.7318,504.7823,46.9285,0.1892,0.7418
252,127.6434,500.0663,46.3729,0.1894,0.7418
251,126.7175,495.802,45.8962,0.1896,0.7418
250,125.8936,492.1866,45.4784,0.1897,0.7417
249,125.144,488.8721,45.0667,0.1899,0.7417
248,123.9905,483.7765,44.492,0.1901,0.7417
247,123.0482,479.4661,43.9888,0.1903,0.7416
246,121.6761,473.5493,43.2901,0.1906,0.7416
245,120.2864,467.2013,42.5849,0.1909,0.7415
244,118.9614,461.3117,41.9313,0.1912,0.7414
243,117.6854,456.2749,41.3179,0.1913,0.7416
242,116.6866,451.9263,40.802,0.1915,0.7416
241,115.7223,447.3727,40.3446,0.1918,0.7414
240,114.7692,443.2846,39.848,0.192,0.7414
239,113.5547,438.2107,39.2802,0.1921,0.7414
238,112.5505,433.7459,38.8031,0.1924,0.7413
237,111.6116,429.5832,38.333,0.1926,0.7413
236,110.5565,425.1737,37.8428,0.1928,0.7413
235,109.7448,421.5626,37.4311,0.193,0.7412
234,108.7463,417.2341,36.9545,0.1932,0.7412
233,107.5908,412.3195,36.4321,0.1934,0.7411
232,106.6043,408.014,35.955,0.1936,0.7411
231,105.7071,404.1444,35.5174,0.1938,0.741
230,104.5229,399.2133,34.9755,0.194,0.7411
229,103.6632,395.4064,34.5706,0.1943,0.741
228,102.5576,390.7423,34.0675,0.1945,0.7409
227,101.623,386.7263,33.6234,0.1947,0.7409
226,100.6366,382.4908,33.179,0.1949,0.7408
225,99.6623,378.3546,32.735,0.1951,0.7408
224,98.6121,373.92,32.2516,0.1954,0.7408
223,97.5316,369.3619,31.7618,0.1956,0.7407
222,96.6787,365.7119,31.3831,0.1958,0.7406
221,95.7236,361.6511,30.9454,0.196,0.7406
220,94.5974,356.9573,30.4624,0.1963,0.7405
219,93.611,352.7821,30.0311,0.1965,0.7405
218,92.7532,349.1501,29.6456,0.1967,0.7404
217,91.6367,344.4938,29.1687,0.1969,0.7404
216,90.5698,340.098,28.7052,0.1972,0.7404
215,89.6213,336.1284,28.2936,0.1974,0.7403
214,88.7548,332.5115,27.9147,0.1976,0.7403
213,87.7643,328.3949,27.4966,0.1978,0.7402
212,86.7637,324.134,27.0788,0.1981,0.7401
211,85.8399,320.2427,26.6869,0.1984,0.74
210,84.7528,315.9158,26.2298,0.1985,0.74
209,83.8018,311.9433,25.8377,0.1988,0.7399
208,82.8145,307.822,25.4329,0.199,0.7398
207,82.0288,304.5977,25.0799,0.1992,0.7398
206,80.9579,300.227,24.6622,0.1995,0.7398
205,80.0729,296.5619,24.2961,0.1997,0.7397
204,79.0458,292.4021,23.8849,0.1999,0.7396
203,78.0906,288.4351,23.4929,0.2002,0.7395
202,77.1158,284.502,23.1074,0.2004,0.7395
201,76.2252,280.859,22.7613,0.2007,0.7394
200,75.2505,276.8326,22.3433,0.201,0.7394
199,74.3403,273.1688,22.0038,0.2012,0.7393
198,73.4294,269.5294,21.6575,0.2014,0.7392
197,72.5889,266.0626,21.3177,0.2017,0.7391
196,71.7096,262.4493,20.9847,0.2019,0.739
195,70.6176,258.1308,20.5535,0.2022,0.739
194,69.6877,254.3758,20.201,0.2024,0.7389
193,68.7966,250.7459,19.8547,0.2027,0.7388
192,68.0384,247.6758,19.5608,0.2029,0.7387
191,67.0768,243.8682,19.208,0.2032,0.7387
190,66.2124,240.393,18.8683,0.2034,0.7386
189,65.2936,236.7248,18.5223,0.2037,0.7385
188,64.3849,233.1144,18.1891,0.204,0.7384
187,63.3794,229.1679,17.8365,0.2042,0.7383
186,62.46,225.5174,17.4969,0.2045,0.7383
185,61.5691,221.9868,17.1702,0.2047,0.7382
184,60.7977,218.8952,16.8828,0.205,0.7381
183,59.898,215.3479,16.5693,0.2053,0.738
182,58.9261,211.5447,16.2167,0.2055,0.7379
181,58.0416,208.0931,15.9096,0.2058,0.7378
